dataset_split,player_id,player,final_team_name,final_season,draft_year,OVERALL_PICK,ROUND,SELECTION,target_top40_ppg_within_3yrs,BIRTHDATE,AGE_ON_DRAFT_DAY,HEIGHT,WEIGHT,HAND_SIZE,ARM_LENGTH,WINGSPAN,FORTY_TIME,TEN_SPLIT,TWENTY_SPLIT,VERTICAL,BROAD,SHUTTLE,THREE_CONE,BENCH,SPEED,SOURCE,NOTES
train,39993,Antonio Gandy-Golden,LIBERTY,2019,2020,142.0,4.0,36.0,0.0,,,76.0,223.0,,,,4.6,,,36.0,127.0,4.55,7.33,22.0,,combine-results-2020-WR.csv,
train,40221,Joe Reed,VIRGINIA,2019,2020,151.0,5.0,5.0,0.0,,,72.0,224.0,,,,4.47,,,38.0,123.0,,,21.0,,combine-results-2020-WR.csv,
train,48054,Tyler Johnson,MINNESOTA,2019,2020,161.0,5.0,15.0,0.0,,,73.0,206.0,,,,,,,,,,,,,combine-results-2020-WR.csv,
train,47808,Collin Johnson,TEXAS,2019,2020,165.0,5.0,19.0,0.0,,,78.0,222.0,,,,,,,,,,,17.0,,combine-results-2020-WR.csv,
train,29614,Quintez Cephus,WISCONSIN,2019,2020,166.0,5.0,20.0,0.0,,,73.0,202.0,,,,4.73,,,38.5,124.0,4.33,7.2,23.0,,combine-results-2020-WR.csv,
train,84142,John Hightower,BOISE ST,2019,2020,168.0,5.0,22.0,0.0,,,73.0,189.0,,,,4.43,,,38.5,122.0,4.21,7.07,,,combine-results-2020-WR.csv,
train,48236,Darnell Mooney,TULANE,2019,2020,173.0,5.0,27.0,1.0,,,70.0,176.0,,,,4.38,,,37.0,124.0,,,9.0,,combine-results-2020-WR.csv,
train,23503,K.J. Osborn,MIAMI FL,2019,2020,176.0,5.0,30.0,0.0,,,71.0,203.0,,,,4.48,,,37.5,123.0,4.35,7.0,18.0,,combine-results-2020-WR.csv,
train,61439,Donovan Peoples-Jones,MICHIGAN,2019,2020,187.0,6.0,8.0,0.0,,,74.0,212.0,,,,4.48,,,44.5,139.0,,,,,combine-results-2020-WR.csv,
train,61664,Quez Watkins,SO MISS,2019,2020,200.0,6.0,21.0,0.0,,,72.0,185.0,,,,4.35,,,36.5,125.0,4.36,7.28,,,combine-results-2020-WR.csv,
train,48037,James Proche II,SMU,2019,2020,201.0,6.0,22.0,0.0,,,71.0,201.0,,,,,,,34.5,,4.4,7.27,20.0,,combine-results-2020-WR.csv,
train,52130,Isaiah Hodgins,OREGON ST,2019,2020,207.0,6.0,28.0,1.0,,,76.0,210.0,,,,4.61,,,36.5,124.0,4.12,7.01,9.0,,combine-results-2020-WR.csv,
train,48329,Dezmon Patmon,WASH STATE,2019,2020,212.0,6.0,33.0,0.0,,,76.0,225.0,,,,4.48,,,36.0,132.0,4.38,7.28,15.0,,combine-results-2020-WR.csv,
train,26448,Freddie Swain,FLORIDA,2019,2020,214.0,6.0,35.0,0.0,,,72.0,197.0,,,,4.46,,,36.5,124.0,4.26,7.05,16.0,,combine-results-2020-WR.csv,
train,48027,Jauan Jennings,TENNESSEE,2019,2020,217.0,7.0,3.0,0.0,,,75.0,215.0,,,,4.72,,,29.0,119.0,,,,,combine-results-2020-WR.csv,
train,28025,K.J. Hill,OHIO STATE,2019,2020,220.0,7.0,6.0,0.0,,,72.0,196.0,,,,4.6,,,32.5,114.0,,,17.0,,combine-results-2020-WR.csv,
train,42134,Tyrie Cleveland,FLORIDA,2019,2020,252.0,7.0,38.0,0.0,,,74.0,209.0,,,,4.46,,,39.5,126.0,,,13.0,,combine-results-2020-WR.csv,
train,84270,Ja'Marr Chase,LSU,2019,2021,5.0,1.0,5.0,1.0,,,72.0,201.0,,,,4.34,,,41.0,132.0,3.99,6.96,,,combine-results-2021-WR.csv,
train,84088,Jaylen Waddle,ALABAMA,2020,2021,6.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,
train,61100,DeVonta Smith,ALABAMA,2020,2021,10.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,
train,61245,Kadarius Toney,FLORIDA,2020,2021,20.0,1.0,20.0,0.0,,,71.0,193.0,,,,4.39,,,39.5,136.0,4.25,6.88,9.0,,combine-results-2021-WR.csv,
train,84296,Rashod Bateman,MINNESOTA,2020,2021,27.0,1.0,27.0,0.0,,,72.0,190.0,,,,4.39,,,36.0,123.0,,,,,combine-results-2021-WR.csv,
train,84302,Elijah Moore,OLE MISS,2020,2021,34.0,2.0,2.0,1.0,,,,,,,,4.35,,,36.0,121.0,4.07,6.63,17.0,,combine-results-2021-WR.csv,
train,62890,Rondale Moore,PURDUE,2020,2021,49.0,2.0,17.0,0.0,,,67.0,180.0,,,,4.28,,,42.5,,4.06,6.65,,,combine-results-2021-WR.csv,
train,29573,D'Wayne Eskridge,W MICHIGAN,2020,2021,56.0,2.0,24.0,0.0,,,68.0,190.0,,,,4.38,,,35.0,124.0,4.22,6.93,,,combine-results-2021-WR.csv,
train,77965,Tutu Atwell,LOUISVILLE,2020,2021,57.0,2.0,25.0,0.0,,,68.0,155.0,,,,4.42,,,33.0,117.0,4.14,6.89,,,combine-results-2021-WR.csv,
train,84271,Terrace Marshall Jr.,LSU,2020,2021,59.0,2.0,27.0,0.0,,,74.0,205.0,,,,4.4,,,39.0,125.0,,,19.0,,combine-results-2021-WR.csv,
train,62979,Joshua Palmer,TENNESSEE,2020,2021,77.0,3.0,13.0,0.0,,,,,,,,,,,,,,,,,,
train,77986,Dyami Brown,N CAROLINA,2020,2021,82.0,3.0,18.0,0.0,,,72.0,189.0,,,,4.46,,,35.0,128.0,4.35,6.87,18.0,,combine-results-2021-WR.csv,
train,61212,Amari Rodgers,CLEMSON,2020,2021,85.0,3.0,21.0,0.0,,,69.0,212.0,,,,4.52,,,33.0,121.0,4.31,7.07,19.0,,combine-results-2021-WR.csv,
train,61441,Nico Collins,MICHIGAN,2019,2021,89.0,3.0,25.0,1.0,,,76.0,215.0,,,,4.43,,,37.5,125.0,4.29,6.78,14.0,,combine-results-2021-WR.csv,
train,84135,Anthony Schwartz,AUBURN,2020,2021,91.0,3.0,27.0,0.0,,,72.0,186.0,,,,4.27,,,32.0,123.0,4.25,7.13,,,combine-results-2021-WR.csv,
train,42349,Dez Fitzpatrick,LOUISVILLE,2020,2021,109.0,4.0,4.0,0.0,,,73.0,208.0,,,,4.43,,,35.0,,4.26,7.09,,,combine-results-2021-WR.csv,
train,84470,Amon-Ra St. Brown,USC,2020,2021,112.0,4.0,7.0,1.0,,,71.0,197.0,,,,4.51,,,38.5,127.0,4.17,6.88,20.0,,combine-results-2021-WR.csv,
train,61522,Jaelon Darden,N TEXAS,2020,2021,129.0,4.0,24.0,0.0,,,67.0,174.0,,,,4.47,,,35.5,122.0,3.98,6.66,,,combine-results-2021-WR.csv,
train,61577,Tylan Wallace,OKLA STATE,2020,2021,131.0,4.0,26.0,0.0,,,71.0,194.0,,,,4.48,,,33.0,112.0,4.25,6.97,11.0,,combine-results-2021-WR.csv,
train,61324,Ihmir Smith-Marsette,IOWA,2020,2021,157.0,5.0,13.0,0.0,,,72.0,181.0,,,,4.43,,,37.0,124.0,4.2,7.0,,,combine-results-2021-WR.csv,
train,84424,Simi Fehoko,STANFORD,2020,2021,179.0,5.0,35.0,0.0,,,75.0,222.0,,,,4.44,,,34.5,120.0,4.26,6.78,16.0,,combine-results-2021-WR.csv,
train,40689,Cornell Powell,CLEMSON,2020,2021,181.0,5.0,37.0,0.0,,,72.0,204.0,,,,4.53,,,36.5,128.0,4.21,7.03,16.0,,combine-results-2021-WR.csv,
train,40988,Frank Darby,ARIZONA ST,2020,2021,187.0,6.0,3.0,0.0,,,72.0,201.0,,,,4.56,,,34.5,117.0,4.25,7.05,19.0,,combine-results-2021-WR.csv,
train,41838,Marquez Stevenson,HOUSTON,2020,2021,203.0,6.0,19.0,0.0,,,70.0,180.0,,,,4.48,,,33.0,122.0,4.14,6.76,,,combine-results-2021-WR.csv,
train,61643,Shi Smith,S CAROLINA,2020,2021,204.0,6.0,20.0,0.0,,,,,,,,,,,,,,,,,,
train,61401,Racey McMath,LSU,2020,2021,205.0,6.0,21.0,0.0,,,74.0,217.0,,,,4.36,,,34.0,124.0,4.38,7.38,,,combine-results-2021-WR.csv,
train,40986,Jalen Camp,GA TECH,2020,2021,209.0,6.0,25.0,0.0,,,73.0,226.0,,,,4.48,,,39.5,125.0,4.14,7.0,29.0,,combine-results-2021-WR.csv,
train,84137,Seth Williams,AUBURN,2020,2021,219.0,6.0,35.0,0.0,,,75.0,211.0,,,,4.49,,,37.0,124.0,4.43,7.2,12.0,,combine-results-2021-WR.csv,
train,61510,Dazz Newsome,N CAROLINA,2020,2021,221.0,6.0,37.0,0.0,,,70.0,190.0,,,,4.59,,,34.0,121.0,4.38,7.38,12.0,,combine-results-2021-WR.csv,
train,40445,Tre Nixon,UCF,2020,2021,242.0,7.0,15.0,0.0,,,72.0,187.0,,,,4.44,,,35.5,125.0,4.27,6.81,18.0,,combine-results-2021-WR.csv,
train,27948,Ben Skowronek,NOTRE DAME,2020,2021,249.0,7.0,22.0,0.0,,,74.0,220.0,,,,,,,,,,,13.0,,combine-results-2021-WR.csv,
train,61639,Kawaan Baker,S ALABAMA,2020,2021,255.0,7.0,28.0,0.0,,,72.0,210.0,,,,4.44,,,39.5,129.0,4.41,7.42,21.0,,combine-results-2021-WR.csv,
train,84147,Dax Milne,BYU,2020,2021,258.0,7.0,31.0,0.0,,,,,,,,4.54,,,31.0,114.0,4.19,,14.0,,combine-results-2021-WR.csv,
train,86519,Drake London,USC,2021,2022,8.0,1.0,8.0,1.0,,,76.0,219.0,,,,,,,,,,,,,combine-results-2022-WR.csv,
train,97405,Garrett Wilson,OHIO STATE,2021,2022,10.0,1.0,10.0,1.0,,,72.0,183.0,,,,4.38,,,36.0,123.0,4.36,,,,combine-results-2022-WR.csv,
train,84355,Chris Olave,OHIO STATE,2021,2022,11.0,1.0,11.0,1.0,,,72.0,187.0,,,,4.39,,,32.0,124.0,,,,,combine-results-2022-WR.csv,
train,101701,Jameson Williams,ALABAMA,2021,2022,12.0,1.0,12.0,1.0,,,74.0,179.0,,,,,,,,,,,,,combine-results-2022-WR.csv,
train,84375,Jahan Dotson,PENN STATE,2021,2022,16.0,1.0,16.0,1.0,,,71.0,178.0,,,,4.43,,,36.0,121.0,,7.28,,,combine-results-2022-WR.csv,
train,99218,Treylon Burks,ARKANSAS,2021,2022,18.0,1.0,18.0,0.0,,,74.0,225.0,,,,4.55,,,33.0,122.0,,7.28,,,combine-results-2022-WR.csv,
train,101735,Wan'Dale Robinson,KENTUCKY,2021,2022,43.0,2.0,11.0,0.0,,,68.0,178.0,,,,4.44,,,34.5,118.0,,,,,combine-results-2022-WR.csv,
train,97400,John Metchie III,ALABAMA,2021,2022,44.0,2.0,12.0,0.0,,,71.0,187.0,,,,,,,,,,,,,combine-results-2022-WR.csv,
train,78092,Tyquan Thornton,BAYLOR,2021,2022,50.0,2.0,18.0,0.0,,,74.0,181.0,,,,4.28,,,36.5,130.0,,,,,combine-results-2022-WR.csv,
train,99229,George Pickens,GEORGIA,2021,2022,52.0,2.0,20.0,1.0,,,75.0,195.0,,,,4.47,,,33.0,125.0,,,,,combine-results-2022-WR.csv,
train,78038,Alec Pierce,CINCINNATI,2021,2022,53.0,2.0,21.0,0.0,,,75.0,211.0,,,,4.41,,,40.5,129.0,4.28,7.13,,,combine-results-2022-WR.csv,
train,97116,Skyy Moore,W MICHIGAN,2021,2022,54.0,2.0,22.0,0.0,,,70.0,195.0,,,,4.41,,,34.5,125.0,4.32,7.13,,,combine-results-2022-WR.csv,
train,40573,Velus Jones Jr.,TENNESSEE,2021,2022,71.0,3.0,7.0,0.0,,,72.0,204.0,,,,4.31,,,33.0,121.0,,,,,combine-results-2022-WR.csv,
train,61637,Jalen Tolbert,S ALABAMA,2021,2022,88.0,3.0,24.0,0.0,,,73.0,194.0,,,,4.49,,,36.0,123.0,,7.08,,,combine-results-2022-WR.csv,
train,97989,David Bell,PURDUE,2021,2022,99.0,3.0,35.0,0.0,,,73.0,212.0,,,,4.65,,,33.0,118.0,4.57,7.14,,,combine-results-2022-WR.csv,
train,121926,Danny Gray,SMU,2021,2022,105.0,3.0,41.0,0.0,,,72.0,186.0,,,,4.33,,,34.0,126.0,,,,,combine-results-2022-WR.csv,
train,78148,Erik Ezukanma,TEXAS TECH,2021,2022,125.0,4.0,20.0,0.0,,,74.0,209.0,,,,,,,36.5,126.0,4.38,,,,combine-results-2022-WR.csv,
train,84329,Romeo Doubs,NEVADA,2021,2022,132.0,4.0,27.0,0.0,,,74.0,201.0,,,,,,,,,,,,,combine-results-2022-WR.csv,
train,61418,Calvin Austin III,MEMPHIS,2021,2022,138.0,4.0,33.0,0.0,,,68.0,170.0,,,,4.32,,,39.0,135.0,4.07,6.65,,,combine-results-2022-WR.csv,
train,84140,Khalil Shakir,BOISE ST,2021,2022,148.0,5.0,5.0,1.0,,,72.0,196.0,,,,4.43,,,34.5,124.0,4.21,7.28,,,combine-results-2022-WR.csv,
train,84463,Kyle Philips,UCLA,2021,2022,163.0,5.0,20.0,0.0,,,71.0,189.0,,,,4.58,,,33.5,124.0,,,,,combine-results-2022-WR.csv,
train,84292,Jalen Nailor,MICH STATE,2021,2022,191.0,6.0,12.0,0.0,,,71.0,186.0,,,,4.5,,,38.0,128.0,4.28,7.03,,,combine-results-2022-WR.csv,
train,84117,Michael Woods II,OKLAHOMA,2021,2022,202.0,6.0,23.0,0.0,,,73.0,204.0,,,,4.55,,,34.5,125.0,,,,,combine-results-2022-WR.csv,
train,61610,Bo Melton,RUTGERS,2021,2022,229.0,7.0,8.0,0.0,,,71.0,189.0,,,,4.34,,,38.0,121.0,,6.98,,,combine-results-2022-WR.csv,
train,25276,Samori Toure,NEBRASKA,2021,2022,258.0,7.0,37.0,0.0,,,,,,,,,,,,,,,,,,
train,129758,Jaxon Smith-Njigba,OHIO STATE,2022,2023,20.0,1.0,20.0,1.0,,,73.0,196.0,,,,,,,35.0,125.0,3.93,6.57,,,combine-results-2023-WR.csv,
train,123085,Quentin Johnston,TCU,2022,2023,21.0,1.0,21.0,1.0,,,75.0,208.0,,,,,,,40.5,134.0,,,,,combine-results-2023-WR.csv,
train,97268,Zay Flowers,BOSTON COL,2022,2023,22.0,1.0,22.0,1.0,,,69.0,182.0,,,,4.42,,,35.5,127.0,,,,,combine-results-2023-WR.csv,
train,123000,Jordan Addison,USC,2022,2023,23.0,1.0,23.0,1.0,,,71.0,173.0,,,,4.49,,,34.0,122.0,,,,,combine-results-2023-WR.csv,
train,97774,Jonathan Mingo,OLE MISS,2022,2023,39.0,2.0,8.0,0.0,,,74.0,220.0,,,,4.46,,,39.5,129.0,,,22.0,,combine-results-2023-WR.csv,
train,78171,Jayden Reed,MICH STATE,2022,2023,50.0,2.0,19.0,1.0,,,71.0,187.0,,,,4.45,,,33.5,121.0,4.29,,,,combine-results-2023-WR.csv,
train,97605,Rashee Rice,SMU,2022,2023,55.0,2.0,24.0,1.0,,,73.0,204.0,,,,4.51,,,41.0,128.0,,,,,combine-results-2023-WR.csv,
train,122937,Marvin Mims Jr.,OKLAHOMA,2022,2023,63.0,2.0,32.0,0.0,,,71.0,183.0,,,,4.38,,,39.5,129.0,,6.9,,,combine-results-2023-WR.csv,
train,78874,Tank Dell,HOUSTON,2022,2023,69.0,3.0,6.0,1.0,,,68.0,165.0,,,,4.49,,,,121.0,,,,,combine-results-2023-WR.csv,
train,124282,Jalin Hyatt,TENNESSEE,2022,2023,73.0,3.0,10.0,0.0,,,72.0,176.0,,,,4.4,,,40.0,135.0,,,,,combine-results-2023-WR.csv,
train,84434,Cedric Tillman,TENNESSEE,2022,2023,74.0,3.0,11.0,0.0,,,75.0,213.0,,,,4.54,,,37.0,128.0,,,,,combine-results-2023-WR.csv,
train,122832,Josh Downs,N CAROLINA,2022,2023,79.0,3.0,16.0,1.0,,,69.0,171.0,,,,4.48,,,38.5,131.0,,,,,combine-results-2023-WR.csv,
train,84423,Michael Wilson,STANFORD,2022,2023,94.0,3.0,31.0,1.0,,,74.0,213.0,,,,4.58,,,37.5,125.0,4.27,,23.0,,combine-results-2023-WR.csv,
train,101106,Tre Tucker,CINCINNATI,2022,2023,100.0,3.0,37.0,0.0,,,69.0,182.0,,,,4.4,,,37.5,124.0,,,,,combine-results-2023-WR.csv,
train,78196,Derius Davis,TCU,2022,2023,125.0,4.0,23.0,0.0,,,68.0,165.0,,,,4.36,,,,,4.38,,,,combine-results-2023-WR.csv,
train,55038,Charlie Jones,PURDUE,2022,2023,131.0,4.0,29.0,0.0,,,71.0,175.0,,,,4.43,,,36.5,124.0,,,13.0,,combine-results-2023-WR.csv,
train,123578,Tyler Scott,CINCINNATI,2022,2023,133.0,4.0,31.0,0.0,,,70.0,177.0,,,,4.44,,,39.5,133.0,,,,,combine-results-2023-WR.csv,
train,84376,Justin Shorter,FLORIDA,2022,2023,150.0,5.0,15.0,0.0,,,76.0,229.0,,,,4.55,,,35.5,126.0,,,18.0,,combine-results-2023-WR.csv,
train,99711,Dontayvion Wicks,VIRGINIA,2022,2023,159.0,5.0,24.0,0.0,,,73.0,206.0,,,,4.62,,,39.0,130.0,,,,,combine-results-2023-WR.csv,
train,100632,Puka Nacua,BYU,2022,2023,177.0,5.0,42.0,1.0,,,74.0,201.0,,,,,,,,,,,,,combine-results-2023-WR.csv,
train,129799,Parker Washington,PENN STATE,2022,2023,185.0,6.0,8.0,1.0,,,70.0,204.0,,,,,,,,,,,16.0,,combine-results-2023-WR.csv,
train,124087,Kayshon Boutte,LSU,2022,2023,187.0,6.0,10.0,0.0,,,71.0,195.0,,,,4.5,,,29.0,118.0,4.25,,,,combine-results-2023-WR.csv,
train,99248,Trey Palmer,NEBRASKA,2022,2023,191.0,6.0,14.0,0.0,,,72.0,192.0,,,,4.33,,,,,,,,,combine-results-2023-WR.csv,
train,77975,A.T. Perry,WAKE,2022,2023,195.0,6.0,18.0,0.0,,,76.0,198.0,,,,4.47,,,35.0,133.0,,,,,combine-results-2023-WR.csv,
train,122518,Xavier Hutchinson,IOWA STATE,2022,2023,205.0,6.0,28.0,0.0,,,74.0,203.0,,,,4.53,,,36.0,116.0,4.35,6.91,,,combine-results-2023-WR.csv,
train,104155,Demario Douglas,LIBERTY,2022,2023,210.0,6.0,33.0,0.0,,,68.0,179.0,,,,4.44,,,39.5,134.0,4.29,,,,combine-results-2023-WR.csv,
train,77985,Antoine Green,N CAROLINA,2022,2023,219.0,7.0,2.0,0.0,,,74.0,199.0,,,,4.47,,,33.5,123.0,4.27,6.99,,,combine-results-2023-WR.csv,
train,111284,Jalen Brooks,S CAROLINA,2022,2023,244.0,7.0,27.0,0.0,,,73.0,201.0,,,,4.69,,,35.0,130.0,4.31,7.15,,,combine-results-2023-WR.csv,
train,84288,Ronnie Bell,MICHIGAN,2022,2023,253.0,7.0,36.0,0.0,,,72.0,191.0,,,,4.54,,,38.5,120.0,4.15,6.98,14.0,,combine-results-2023-WR.csv,
train,111276,Grant DuBose,CHARLOTTE,2022,2023,256.0,7.0,39.0,0.0,,,74.0,201.0,,,,4.57,,,35.0,125.0,4.32,6.89,,,combine-results-2023-WR.csv,
